dataset,undersample,as_cv_step,fs_method,incl_filtered,estimator,feat_range,src,st,kappa,roc_auc
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,flat,diff,0.0190334627654515,0.0073783309941719
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,flat,mean,0.2223961506554092,0.6471518300248139
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,flat,std,0.0704225334902657,0.0694462575044796
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,flat,test,0.2414296134208607,0.6545301610189859
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_0,diff,0.125284082237816,0.0134980044448539
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_0,mean,0.0593849073092222,0.5715776985111662
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_0,ncv_diff,-0.5244583652336969,-0.3026375457875458
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_0,ncv_val,-0.0071856287425149,0.46875
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_0,std,0.2268128714726783,0.1172992848721874
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_0,test,0.1846689895470382,0.5850757029560202
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_1,diff,0.0636985690928311,0.0884830459623598
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_1,mean,0.0271062921775197,0.4891425248138958
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_1,ncv_diff,-0.0552228011661644,-0.0726201465201465
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_1,ncv_val,0.3401197604790419,0.6682692307692307
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_1,std,0.1015282060333368,0.0667735447259898
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_1,test,0.0908048612703509,0.5776255707762556
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_2,diff,-0.104445587124571,0.0648929287627698
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_2,mean,0.1908243246660992,0.5837492245657568
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_2,ncv_diff,-0.1086089534888116,-0.0245595238095238
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_2,ncv_val,0.2953806115810019,0.67625
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_2,std,0.1297399815375824,0.0903550097507112
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_2,test,0.0863787375415282,0.6486421533285267
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_3,diff,-0.104445587124571,0.0652534190295326
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_3,mean,0.1908243246660992,0.5837492245657568
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_3,ncv_diff,0.179979882589339,0.1420815313718539
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_3,ncv_val,0.5676359039190897,0.815136476426799
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_3,std,0.1297399815375824,0.0903550097507112
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_3,test,0.0863787375415282,0.6490026435952895
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_4,diff,0.0758893149519038,0.0943940261112432
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_4,mean,0.0149155463184471,0.4832315446650124
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_4,ncv_diff,0.4116979488904174,0.2092815786364172
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_4,ncv_val,0.7153558052434457,0.8808933002481389
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_4,std,0.0919247175104133,0.0796835759518234
pancreatic,False,False,boruta_lightgbm,False,svm,3-15-1,ncv_4,test,0.0908048612703509,0.5776255707762556
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,flat,diff,0.0962231496483191,0.0176288987141618
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,flat,mean,0.2137889130778571,0.6584105148883375
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,flat,std,0.0646397238629528,0.0413598889248489
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,flat,test,0.3100120627261762,0.6760394136024993
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_0,diff,-0.0653487417646325,0.006005671050097
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_0,mean,0.2497903979754229,0.6510479218362283
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_0,ncv_diff,-0.0854711384785034,-0.0926923534798535
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_0,ncv_val,0.2125147579693033,0.5979567307692308
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_0,std,0.0939073814930462,0.0785335651861083
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_0,test,0.1844416562107904,0.6570535928863254
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_1,diff,0.1157865246770002,0.0171482450251447
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_1,mean,0.2137889130778571,0.6584105148883375
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_1,ncv_diff,0.0134038365794024,0.0418058608058606
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_1,ncv_val,0.2758620689655172,0.7067307692307692
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_1,std,0.0646397238629528,0.0413598889248489
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_1,test,0.3295754377548573,0.6755587599134822
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_2,diff,0.1157865246770002,0.0169079181806363
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_2,mean,0.2137889130778571,0.6584105148883375
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_2,ncv_diff,-0.0204089958058586,-0.0392060439560439
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_2,ncv_val,0.2351437699680511,0.64125
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_2,std,0.0646397238629528,0.0413598889248489
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_2,test,0.3295754377548573,0.6753184330689738
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_3,diff,-0.0653487417646325,0.0063661613168599
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_3,mean,0.2497903979754229,0.6510479218362283
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_3,ncv_diff,-0.0500553784302041,-0.0282908543069831
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_3,ncv_val,0.22121014964216,0.6277915632754343
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_3,std,0.0939073814930462,0.0785335651861083
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_3,test,0.1844416562107904,0.6574140831530882
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_4,diff,0.1157865246770002,0.0171482450251447
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_4,mean,0.2137889130778571,0.6584105148883375
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_4,ncv_diff,-0.147103547166526,0.0152199574618929
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_4,ncv_val,0.1132545115121343,0.6600496277915633
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_4,std,0.0646397238629528,0.0413598889248489
pancreatic,False,False,boruta_lightgbm,False,svm,5-40-5,ncv_4,test,0.3295754377548573,0.6755587599134822
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,flat,diff,-0.1169083947021467,-0.0403036034341691
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,flat,mean,0.3701323102941747,0.7200680831265508
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,flat,std,0.2404690438161485,0.1123238483935941
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,flat,test,0.253223915592028,0.6797644796923816
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_0,diff,-0.1257035933661012,-0.0592431030519123
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_0,mean,0.331717217984377,0.7311969602977667
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_0,ncv_diff,-0.348105633884009,-0.2645682234432235
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_0,ncv_val,0.2036613272311214,0.6045673076923076
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_0,std,0.2099244239506962,0.1187927392046374
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_0,test,0.2060136246182757,0.6719538572458543
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_1,diff,-0.1112418998028155,-0.0443126792760733
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_1,mean,0.3310583271974966,0.7160262096774193
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_1,ncv_diff,-0.4688065285240245,-0.1481858058608057
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_1,ncv_val,0.0772727272727272,0.6814903846153847
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_1,std,0.1807872193531929,0.1197454047192838
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_1,test,0.2198164273946811,0.671713530401346
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_2,diff,-0.1486050999753917,-0.033465054695229
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_2,mean,0.3713483590609719,0.7216409739454094
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_2,ncv_diff,0.0613893042023568,-0.0764445970695971
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_2,ncv_val,0.5834348355663825,0.7656249999999999
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_2,std,0.2510314877749012,0.1110104799765089
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_2,test,0.2227432590855802,0.6881759192501803
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_3,diff,-0.1188003857036214,-0.0563527387942391
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_3,mean,0.3386168130983025,0.7289074131513648
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_3,ncv_diff,0.1471818530186038,0.2148778211036276
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_3,ncv_val,0.5973025048169558,0.98014888337469
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_3,std,0.2181181045561953,0.1205026186248943
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_3,test,0.2198164273946811,0.6725546743571256
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_4,diff,-0.0878790357443869,-0.0437234008350612
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_4,mean,0.3661686648490408,0.719522487593052
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_4,ncv_diff,0.3929454449928583,0.2226640671156801
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_4,ncv_val,0.7501565435190983,0.9602977667493796
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_4,std,0.2006223992975183,0.1184850993042729
pancreatic,False,False,boruta_lightgbm,True,gbc,3-15-1,ncv_4,test,0.2782896291046539,0.6757990867579908
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,flat,diff,-0.1173943657626007,-0.0361536753756821
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,flat,mean,0.356804616172149,0.7206045285359801
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,flat,std,0.2332809638850221,0.1114654927000889
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,flat,test,0.2394102504095483,0.684450853160298
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_0,diff,-0.147255216148625,-0.0651476623965416
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_0,mean,0.3532688407669008,0.7336167803970224
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_0,ncv_diff,-0.5039034021196596,-0.2813051282051281
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_0,ncv_val,-0.0144752714113389,0.5336538461538463
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_0,std,0.2214642429404441,0.1161392849485101
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_0,test,0.2060136246182757,0.6684691180004807
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_1,diff,-0.1157634464741321,-0.0430773423816688
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_1,mean,0.3247501069000624,0.7222410049627792
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_1,ncv_diff,-0.2895961761424074,-0.1406941849816849
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_1,ncv_val,0.1618497109826591,0.631610576923077
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_1,std,0.1866576718985335,0.1147071755938358
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_1,test,0.2089866604259302,0.6791636625811104
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_2,diff,-0.0838409825950622,-0.0635208773510137
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_2,mean,0.3314195320871482,0.7329513027295286
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_2,ncv_diff,-0.0590777116144266,0.0982454212454212
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_2,ncv_val,0.3079872204472843,0.8175
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_2,std,0.1982079323425912,0.1205641522509273
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_2,test,0.247578549492086,0.6694304253785148
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_3,diff,-0.0122477428241918,-0.0306297575993673
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_3,mean,0.2654716584162199,0.6942923387096774
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_3,ncv_diff,0.0770475084658516,0.0593047382724801
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_3,ncv_val,0.389413988657845,0.7555831265508685
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_3,std,0.1325409463700535,0.1291316402637813
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_3,test,0.253223915592028,0.6636625811103101
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_4,diff,-0.1098590133361999,-0.0658837032011178
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_4,mean,0.2898161663949955,0.729185794044665
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_4,ncv_diff,0.3933668301715118,0.1992074323525937
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_4,ncv_val,0.6746987951807228,0.8883374689826303
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_4,std,0.1568586285399441,0.1098842365462882
pancreatic,False,False,boruta_lightgbm,True,gbc,5-40-5,ncv_4,test,0.1799571530587955,0.6633020908435472
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,flat,diff,-0.224646649018557,-0.1246244010464653
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,flat,mean,0.3727861294772511,0.7318101736972704
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,flat,std,0.177631166781877,0.1105436152772083
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,flat,test,0.148139480458694,0.6071857726508051
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_0,diff,-0.224646649018557,-0.1246244010464653
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_0,mean,0.3727861294772511,0.7318101736972704
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_0,ncv_diff,-0.5716006164411052,-0.2999573717948718
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_0,ncv_val,-0.0979955456570156,0.4801682692307692
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_0,std,0.177631166781877,0.1105436152772083
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_0,test,0.148139480458694,0.6071857726508051
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_1,diff,-0.2008389202693018,-0.1309409525366409
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_1,mean,0.2784310466140032,0.7020776985111663
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_1,ncv_diff,-0.555231890418958,-0.2903150183150182
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_1,ncv_val,-0.0403587443946187,0.5096153846153847
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_1,std,0.2189974013779524,0.112824327833742
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_1,test,0.0775921263447013,0.5711367459745254
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_2,diff,-0.1903404069673711,-0.0821961006671305
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_2,mean,0.3173606664711272,0.6586200372208436
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_2,ncv_diff,-0.0605654144582669,0.0029661172161171
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_2,ncv_val,0.323040380047506,0.7012499999999999
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_2,std,0.1379658416089269,0.0798720413358876
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_2,test,0.127020259503756,0.576423936553713
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_3,diff,-0.1903404069673711,-0.0821961006671305
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_3,mean,0.3173606664711272,0.6586200372208436
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_3,ncv_diff,0.5776746683233559,0.3265897435897437
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_3,ncv_val,0.8204158790170133,0.903846153846154
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_3,std,0.1379658416089269,0.0798720413358876
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_3,test,0.127020259503756,0.576423936553713
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_4,diff,-0.283409464828213,-0.134602648298957
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_4,mean,0.3497250022952946,0.7248453784119107
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_4,ncv_diff,0.328564944028561,0.2658420772775614
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_4,ncv_val,0.5648854961832062,0.9534739454094294
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_4,std,0.2404916443037071,0.1257551233775458
pancreatic,False,False,boruta_lightgbm,True,knn,3-15-1,ncv_4,test,0.0663155374670816,0.5902427301129536
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,flat,diff,-0.224646649018557,-0.1246244010464653
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,flat,mean,0.3727861294772511,0.7318101736972704
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,flat,std,0.177631166781877,0.1105436152772083
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,flat,test,0.148139480458694,0.6071857726508051
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_0,diff,-0.073311176727468,-0.0744174732226399
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_0,mean,0.2223233166941426,0.6594931761786601
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_0,ncv_diff,-0.3920483460784015,-0.175817032967033
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_0,ncv_val,-0.0456730769230768,0.5072115384615384
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_0,std,0.1379980954922408,0.0859244132185231
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_0,test,0.1490121399666746,0.5850757029560202
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_1,diff,-0.238225890325771,-0.1056752038603767
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_1,mean,0.3425261991877336,0.7235555210918114
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_1,ncv_diff,-0.1211470146102645,-0.1108510531135531
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_1,ncv_val,0.2494117647058823,0.6063701923076923
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_1,std,0.2331253180962775,0.1214027415222304
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_1,test,0.1043003088619625,0.6178803172314347
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_2,diff,-0.265665468047489,-0.089530614762628
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_2,mean,0.2945959873740245,0.6891460918114144
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_2,ncv_diff,-0.0758149662474828,0.0163379120879121
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_2,ncv_val,0.2162499999999999,0.65375
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_2,std,0.1101559016797058,0.0884780210184907
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_2,test,0.0289305193265354,0.5996154770487864
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_3,diff,-0.224646649018557,-0.1246244010464653
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_3,mean,0.3727861294772511,0.7318101736972704
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_3,ncv_diff,0.2176190736814462,0.1020206191657805
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_3,ncv_val,0.4080635308491142,0.7344913151364765
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_3,std,0.177631166781877,0.1105436152772083
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_3,test,0.148139480458694,0.6071857726508051
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_4,diff,-0.2425937127703987,-0.1011133654673581
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_4,mean,0.3434761358564945,0.7114233870967741
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_4,ncv_diff,0.2618079562163191,0.2377466619402103
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_4,ncv_val,0.4543714103382259,0.8318858560794045
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_4,std,0.142949287115803,0.1094455399833165
pancreatic,False,False,boruta_lightgbm,True,knn,5-40-5,ncv_4,test,0.1008824230860958,0.6103100216294159
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,flat,diff,-0.1719954440288326,-0.0718098117161423
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,flat,mean,0.3286082371087325,0.742562034739454
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,flat,std,0.290935694138531,0.1633129365776898
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,flat,test,0.1566127930798999,0.6707522230233117
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_0,diff,-0.1046108040496786,-0.0650792157980014
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_0,mean,0.2768534114315047,0.7365524193548387
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_0,ncv_diff,-0.3613819252070424,-0.2038938644688644
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_0,ncv_val,0.1367144432194046,0.5228365384615384
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_0,std,0.1664436991931964,0.1736873718405343
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_0,test,0.172242607381826,0.6714732035568373
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_1,diff,-0.1046108040496786,-0.0653196004133861
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_1,mean,0.2768534114315047,0.7367928039702234
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_1,ncv_diff,-0.4732129318844981,-0.4387557692307692
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_1,ncv_val,0.0376106194690264,0.3449519230769231
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_1,std,0.1664436991931964,0.1732555561875886
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_1,test,0.172242607381826,0.6714732035568373
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_2,diff,-0.1046108040496786,-0.0650792157980014
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_2,mean,0.2768534114315047,0.7365524193548387
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_2,ncv_diff,-0.140896472243721,-0.0569386446886447
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_2,ncv_val,0.3036649214659686,0.65875
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_2,std,0.1664436991931964,0.1736873718405343
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_2,test,0.172242607381826,0.6714732035568373
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_3,diff,-0.1719954440288326,-0.0715696004133861
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_3,mean,0.3286082371087325,0.7430428039702234
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_3,ncv_diff,0.5223045212019056,0.2491290322580643
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_3,ncv_val,0.7838179519595448,0.9007444168734492
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_3,std,0.290935694138531,0.1624792604914023
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_3,test,0.1566127930798999,0.6714732035568373
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_4,diff,-0.1719954440288326,-0.0713292157980014
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_4,mean,0.3286082371087325,0.7428024193548387
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_4,ncv_diff,0.451904553234464,0.2998862105636298
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_4,ncv_val,0.7135678391959799,0.9404466501240696
pancreatic,False,False,boruta_lightgbm,True,lr,3-15-1,ncv_4,std,0.290935694138531,0.1626650040900209
